ID0067img.mat,0.9876847290640394,[0.99246704 0.96581197 0.97468354 1.        ],0.987664817105306,0.9876847290640394,0.9876660380503518,[0.97864769 0.99568345 0.99863574 1.        ],[0.99807655 0.99928672 0.99209077 1.        ],
ID0018img.mat,0.9871323529411765,[0.99236641 0.98742138 0.9        1.        ],0.9871920120479903,0.9871323529411765,0.9871428084425626,[0.99273608 0.99115044 0.99618321 1.        ],[0.99981517 0.99834419 0.97805344 1.        ],
ID0025img.mat,0.8975409836065574,[0.95031056 0.76190476 0.76190476 0.9       ],0.8970721376143822,0.8975409836065574,0.8961239013439186,[0.80722892 0.96534653 0.99103139 1.        ],[0.9680461  0.96617162 0.99209908 0.99709821],
ID0029img.mat,0.9990982867448152,[1.         1.         0.95652174 1.        ],0.9990994858315908,0.9990982867448152,0.9990885676797892,[0.9972067 1.        1.        1.       ],[1. 1. 1. 1.],
ID0030img.mat,0.998019801980198,[1.         1.         0.99428571 0.99270073],0.9980258742637269,0.998019801980198,0.998017959066193,[0.99899699 0.99793175 1.         1.        ],[0.99999806 0.99999811 0.99999147 1.        ],
ID0033img.mat,0.9934902353530295,[0.99475655 1.         0.96590909 1.        ],0.9935257807823681,0.9934902353530295,0.9934965949648139,[0.99546828 0.99777901 0.99670511 1.        ],[0.99981783 0.9999745  0.999195   1.        ],
ID0034img.mat,0.9960526315789474,[1.         1.         0.95833333 1.        ],0.9961017689451845,0.9960526315789474,0.9960229995768527,[0.99425287 1.         1.         1.        ],[0.99902605 1.         0.99767846 1.        ],
ID0035img.mat,0.9977777777777778,[0.99612403 1.         1.         1.        ],0.9978144078144078,0.9977777777777778,0.9977848538908164,[1.         1.         0.99743809 1.        ],[1. 1. 1. 1.],
ID0038img.mat,0.9925705794947994,[0.99712644 0.98979592 0.98387097 0.98787879],0.9925960517936744,0.9925705794947994,0.9925692444514284,[0.99076923 1.         1.         0.99606299],[0.99988506 1.         1.         0.99985684],
ID0047C1img.mat,0.9375,[0.98601399 0.78378378 0.84848485 1.        ],0.9384095003132832,0.9375,0.9358496968183837,[0.88659794 0.98522167 1.         0.99530516],[0.97137914 0.94354946 0.99751135 1.        ],
ID0047C2img.mat,0.9804878048780488,[1.         0.96875    0.86956522 1.        ],0.9804507072799755,0.9804878048780488,0.9801903275474942,[0.99408284 0.98843931 0.99450549 1.        ],[0.99901381 0.99476156 0.98853321 1.        ],
ID0050img.mat,1.0,[ 1. nan  1.  1.],1.0,1.0,1.0,[1. 1. 1. 1.],[ 1. nan  1.  1.],
ID0051img.mat,0.9945017182130584,[0.99836601        nan 0.96629213 0.97887324],0.994489532476913,0.9945017182130584,0.9944808341000626,[0.97402597 1.         0.99926794 0.99923839],[0.9997595         nan 0.99984372 0.99980691],
ID0056img.mat,0.9928453494771602,[0.99732518        nan 0.9009009  0.99116998],0.9927874785425427,0.9928453494771602,0.9928016330172907,[0.98328417 1.         0.99801306 0.99926686],[0.99978133        nan 0.99903338 0.99986689],
ID0065img.mat,0.9942594718714122,[1.        1.        0.7826087 1.       ],0.9943044429251037,0.9942594718714122,0.9939207270256453,[0.99420849 1.         1.         0.9965812 ],[0.99866013 1.         0.98728466 1.        ],
ID0070img.mat,0.9883720930232558,[0.99328859 1.         0.86842105 1.        ],0.9882488926179769,0.9883720930232558,0.9881712974786787,[0.99671053 0.99105145 0.9964539  1.        ],[0.99996688 0.99971134 0.99846025 1.        ],
ID0072img.mat,0.9562937062937062,[0.95145631 0.93421053 0.83870968 0.98251748],0.9568584228064045,0.9562937062937062,0.9562662537040674,[0.98081023 0.97142857 0.99815157 0.98951049],[0.99271327 0.98756266 0.98813428 0.99834955],
ID0075img.mat,0.9833679833679834,[0.99059561 0.9875     0.95121951        nan],0.9834051337265187,0.9833679833679834,0.983316492555623,[0.9691358  0.99501247 0.99749373 1.        ],[0.99940013 0.99975062 0.99981661        nan],
ID0084img.mat,0.9970760233918129,[0.99475066 1.                nan 1.        ],0.997110423116615,0.9970760233918129,0.997080826872538,[1.         0.99612403 1.         1.        ],[ 1.  1. nan  1.],
