ID0033img.mat,0.84885588117222,[0.97616549 0.0020555  0.58494869 0.99168399],[0.85797101 0.02020202 0.77259036 0.88826816],[0.97616549 0.0020555  0.58494869 0.99168399],[0.91325994 0.00373134 0.66580143 0.93713163],[0.67263893 0.98921143 0.98338285 0.97887572],[0.94119242 0.32796288 0.95059616 0.99894956],[6671  973  877 1443],0.7730343135333547,0.84885588117222,0.8061196758123675
ID0018img.mat,0.18094178717093065,[9.25925926e-02 6.30119723e-04 6.23655914e-01 1.00000000e+00],[0.95238095 0.00980392 0.34319527 0.15615743],[9.25925926e-02 6.30119723e-04 6.23655914e-01 1.00000000e+00],[0.16877637 0.00118413 0.44274809 0.27013177],[0.99853587 0.90900901 0.95737327 0.14347079],[0.96225199 0.45730683 0.91532465 0.5172706 ],[ 648 1587   93  369],0.26779419021076245,0.18094178717093065,0.09347441724806639
ID0025img.mat,0.3416252072968491,[0.22971286 0.16990291 0.98095238 0.95744681],[0.91542289 0.15765766 0.30116959 0.20408163],[0.22971286 0.16990291 0.98095238 0.95744681],[0.36726547 0.1635514  0.46085011 0.3364486 ],[0.95802469 0.813      0.78292461 0.68435252],[0.67459195 0.42825728 0.94284849 0.90694359],[801 206 105  94],0.6770627606199774,0.3416252072968491,0.33821447717485503
ID0029img.mat,0.9192614047791455,[0.92377399 0.         0.96330275 0.94246404],[0.97086835 0.         0.30791789 0.99867462],[0.92377399 0.         0.96330275 0.94246404],[0.94673586 0.         0.46666667 0.96975547],[0.94130926 0.98095238 0.95641736 0.99949045],[0.96324767 0.77090488 0.99223953 0.99980736],[3752   64  109 1599],0.9545875823270862,0.9192614047791455,0.9329577528017363
ID0030img.mat,0.36385287112992853,[0.14302281 0.23200585 0.85138249 0.73645681],[0.97883598 0.25771104 0.29128892 0.46167967],[0.14302281 0.23200585 0.85138249 0.73645681],[0.24957841 0.24418381 0.43406755 0.56755994],[0.99839067 0.62061813 0.73124066 0.81056202],[0.98956763 0.42170228 0.86261762 0.87246396],[2587 2737  868 1366],0.5452629009645023,0.36385287112992853,0.3262831388890723
ID0034img.mat,0.3947715870081859,[0.93507589 0.         0.92156863 0.07307692],[0.33780079 0.         0.90384615 1.        ],[0.93507589 0.         0.92156863 0.07307692],[0.4963079  0.         0.91262136 0.13620072],[0.16416763 0.96427034 0.98979592 1.        ],[0.58997934 0.0868245  0.98730104 0.98128469],[1186 1464  357  780],0.3969645672526924,0.3947715870081859,0.2695177059490484
ID0035img.mat,0.16186516186516187,[0.         0.21526278 0.88379888 0.        ],[0.         0.11860373 0.19185059 0.        ],[0.         0.21526278 0.88379888 0.        ],[0.         0.15294118 0.31526505 0.        ],[0.96864111 0.58428438 0.42935434 1.        ],[0.55584967 0.32596925 0.79738763 0.77902551],[3864 1389  895  586],0.0499624088162875,0.16186516186516187,0.07344780370358876
ID0038img.mat,0.6293206197854588,[0.77873563 0.00205339 0.4375     0.75515152],[0.72343833 0.00195695 0.86363636 0.76161369],[0.77873563 0.00205339 0.4375     0.75515152],[0.75006919 0.00200401 0.58078603 0.75836884],[0.67945545 0.82223771 0.99311927 0.92295535],[0.74586872 0.29126333 0.89585884 0.9557104 ],[1740  487  304  825],0.6408261278919534,0.6293206197854588,0.6282209753757
ID0047C1img.mat,0.4208754208754209,[0.47272727 0.1043956  0.08641975 1.        ],[0.82640587 0.22093023 0.93333333 0.19026549],[0.47272727 0.1043956  0.08641975 1.        ],[0.60142349 0.14179104 0.15819209 0.3197026 ],[0.84989429 0.9333996  0.99902534 0.4815864 ],[0.82190157 0.69332358 0.75377831 0.98815981],[715 182 162 129],0.6791529846062409,0.4208754208754209,0.4399768670668012
ID0047C2img.mat,0.6811451135241856,[1.         0.         0.17857143 0.87477954],[0.35080645 0.         0.95238095 1.        ],[1.         0.         0.17857143 0.87477954],[0.51940299 0.         0.30075188 0.9332079 ],[0.61620977 1.         0.99889012 1.        ],[0.81075925 0.62793083 0.87123434 0.99996441],[174 160 112 567],0.7252783704316997,0.6811451135241856,0.6448067230563789
ID0050img.mat,0.8662590752770347,[0.76666667        nan 0.84946237 0.9534712 ],[0.98788546 0.         0.32644628 1.        ],[0.76666667 0.         0.84946237 0.9534712 ],[0.86333013 0.         0.47164179 0.97618147],[0.99239806 0.93274742 0.93541997 1.        ],[0.99456287        nan 0.97268587 0.9998351 ],[1170    0   93 1354],0.9706478774633774,0.8662590752770347,0.9077984904104124
ID0051img.mat,0.8680440771349862,[0.96630133        nan 0.52380952 0.23229462],[0.91709362 0.         0.56067961 0.92655367],[0.96630133 0.         0.52380952 0.23229462],[0.94105464 0.         0.54161782 0.37146093],[0.53443766 0.96831956 0.97345652 0.99801648],[0.91337219        nan 0.94154588 0.9097528 ],[6113    0  441  706],0.8963636218126946,0.8680440771349862,0.8614010898629278
ID0056img.mat,0.5965840220385675,[0.45236275        nan 0.78284672 0.99093722],[0.99411864 0.         0.15900667 0.59346042],[0.45236275 0.         0.78284672 0.99093722],[0.6217878  0.         0.26432532 0.74234145],[0.99309937 0.89272727 0.87109419 0.77462205],[0.97599657        nan 0.9087739  0.99056535],[13078     0   548  4524],0.8690376916751062,0.5965840220385675,0.6410437356096136
ID0065img.mat,0.5776239907727797,[0.73621376 0.0240616  0.73873874 0.77279102],[0.71626106 0.04807692 0.09414466 0.97007042],[0.73621376 0.0240616  0.73873874 0.77279102],[0.72610036 0.03207184 0.16700611 0.86026542],[0.80085404 0.84981796 0.81321023 0.98831213],[0.85639559 0.36811091 0.86380912 0.98393774],[1759 1039  111 1426],0.6236737280235334,0.5776239907727797,0.5895753973602115
ID0067img.mat,0.3806930693069307,[0.25348925 0.4507772  0.54639175 0.93127962],[0.63157895 0.11158615 0.95067265 0.94927536],[0.25348925 0.4507772  0.54639175 0.93127962],[0.36177658 0.17888965 0.69394435 0.94019139],[0.71778258 0.39959549 0.99698795 0.99419569],[0.56890319 0.42792124 0.96654213 0.99820081],[2651  579  388  422],0.6208859798437482,0.3806930693069307,0.42788564348651936
ID0070img.mat,0.7082777036048065,[0.97375505 0.51625488 0.28947368 0.40471869],[0.82309443 0.56633381 0.17515924 1.        ],[0.97375505 0.51625488 0.28947368 0.40471869],[0.89210851 0.54013605 0.21825397 0.57622739],[0.79403974 0.86349349 0.90769779 1.        ],[0.96617525 0.81683681 0.78447875 0.96681178],[1486  769  190  551],0.7486346028194204,0.7082777036048065,0.7009370543118311
ID0072img.mat,0.23824561403508773,[0.86914062 0.04605263 0.52027027 0.08531469],[0.20273349 0.11551155 0.34841629 0.93129771],[0.86914062 0.04605263 0.52027027 0.08531469],[0.32877724 0.06585136 0.41734417 0.15631006],[0.25149701 0.87177033 0.94670614 0.99366197],[0.47901644 0.38639889 0.90067418 0.80107998],[ 512  760  148 1430],0.5525998804728387,0.23824561403508773,0.17672677397410513
ID0075img.mat,0.7891440501043842,[0.96095718 0.32       0.57985258        nan],[0.8606881  0.53556485 0.65013774 0.        ],[0.96095718 0.32       0.57985258 0.        ],[0.90806308 0.40062598 0.61298701 0.        ],[0.69392813 0.9443609  0.9361167  0.99164927],[0.9505847  0.82198997 0.91638529        nan],[1588  400  407    0],0.770607391926639,0.7891440501043842,0.7731692154275479
ID0084img.mat,0.20904286553141516,[0.01317176 0.02031063        nan 0.99850969],[0.96153846 0.11333333 0.         0.20749458],[0.01317176 0.02031063 0.         0.99850969],[0.02598753 0.03444782 0.         0.34358974],[0.99933687 0.94822888 0.9997064  0.06435101],[0.75760363 0.72830732        nan 0.67770061],[1898  837    0  671],0.6045475230256044,0.20904286553141516,0.09063589812705891
